Acatlán,119907.491936877,220,0.0,0,119907.491936877,127977.150439519
Acaxochitlán,56283.5377944068,214,0.0,0,56283.5377944068,72865.4720907405
Actopan,184834.217729203,483,0.0,0,184834.217729203,219063.737555911
Agua Blanca de Iturbide,8005.31624807215,31,0.0,0,8005.31624807215,20791.9828032856
Ajacuba,58830.2192863699,206,1142.08777180325,10,59972.30705817315,143076.28798353326
Alfajayucan,87927.3126803958,312,289.681451230809,1,88216.9941316266,101482.66752963081
Almoloya,54859.600206484,211,0.0,0,54859.600206484,68705.4242547967
Apan,126492.594100325,467,96.7296141999401,1,126589.32371452494,149643.35976849386
Atitalaquia,92112.6771048606,416,0.0,0,92112.6771048606,149497.80234326
Atlapexco,48870.8988540703,212,0.0,0,48870.8988540703,64537.5527173564
Atotonilco de Tula,152061.299300549,595,0.0,0,152061.299300549,257512.219491633
Atotonilco el Grande,113805.152224269,400,0.0,0,113805.152224269,135743.466945501
Calnali,41339.8022106573,216,0.0,0,41339.8022106573,54795.6225214993
Cardonal,76602.3940869214,284,37.4147975201108,1,76639.8088844415,83850.758627364
Chapantongo,129908.960827292,388,0.0,0,129908.960827292,134656.284430092
Chapulhuacán,45453.8105125656,161,0.0,0,45453.8105125656,56233.7155277789
Chilcuautla,101648.678279628,282,0.0,0,101648.678279628,148681.613949231
Cuautepec de Hinojosa,206078.699206984,889,37.4860459029966,1,206116.185252887,298492.879794151
El Arenal,79451.9414301052,180,0.0,0,79451.9414301052,109363.576890556
Eloxochitlán,28822.4026587766,89,0.0,0,28822.4026587766,28822.4026587766
Emiliano Zapata,15330.0666868607,67,0.0,0,15330.0666868607,61517.1955304221
Epazoyucan,112941.70680031,403,0.0,0,112941.70680031,145800.474874367
Francisco I. Madero,70851.9422720824,274,0.0,0,70851.9422720824,110340.614716549
Huasca de Ocampo,27759.4624288442,43,0.0,0,27759.4624288442,33697.1190621422
Huautla,56385.7237937097,231,0.0,0,56385.7237937097,59695.3693515847
Huazalingo,12072.5632384067,56,0.0,0,12072.5632384067,13991.9643142743
Huehuetla,26324.47586214,108,0.0,0,26324.47586214,30960.1493145594
Huejutla de Reyes,92795.2532755512,331,7379.85616851304,29,100175.10944406423,161159.83793158556
Huichapan,112136.196547919,258,0.0,0,112136.196547919,131196.351816385
Ixmiquilpan,415517.52152868,1223,0.0,0,415517.52152868,432637.133074189
Jacala de Ledezma,58592.8626950552,250,0.0,0,58592.8626950552,71553.1185070935
Jaltocán,14417.5314144851,46,0.0,0,14417.5314144851,14417.5314144851
Juárez Hidalgo,30763.7955462985,96,0.0,0,30763.7955462985,30763.7955462985
La Misión,20598.137693604,94,0.0,0,20598.137693604,24451.4471471127
Lolotla,25747.6947102761,101,0.0,0,25747.6947102761,25747.6947102761
Metepec,26248.6854177396,99,0.0,0,26248.6854177396,33643.4029127823
Metztitlán,72984.4811106746,223,0.0,0,72984.4811106746,72984.4811106746
Mineral de la Reforma,228872.805339727,1105,16227.3812458731,126,245100.1865856001,443031.9993615807
Mineral del Chico,34265.8917947181,64,0.0,0,34265.8917947181,34871.9223047361
Mineral del Monte,11962.1014122251,65,0.0,0,11962.1014122251,43878.3213757493
Mixquiahuala de Juárez,118942.429427567,200,0.0,0,118942.429427567,138751.554220842
Molango de Escamilla,47836.4134781507,116,0.0,0,47836.4134781507,47836.4134781507
Nicolás Flores,17481.8887238492,85,0.0,0,17481.8887238492,20217.5516156418
Nopala de Villagrán,14162.0261700512,30,0.0,0,14162.0261700512,18459.3113340496
Omitlán de Juárez,24377.9520780809,63,0.0,0,24377.9520780809,28944.9312652659
Pachuca de Soto,294774.365979208,1616,44481.5762325616,381,339255.94221176964,924166.6717784661
Pacula,28314.9759657653,120,0.0,0,28314.9759657653,36606.2796590685
Pisaflores,38944.1993542636,157,0.0,0,38944.1993542636,46819.6560355822
Progreso de Obregón,51311.8256963254,101,0.0,0,51311.8256963254,59684.931383739
San Agustín Metzquititlán,35036.7212136686,113,0.0,0,35036.7212136686,35036.7212136686
San Agustín Tlaxiaca,142429.758590396,260,290.808746122991,1,142720.567336519,148612.567005225
San Bartolo Tutotepec,18710.5653149479,83,0.0,0,18710.5653149479,29091.6314962539
