Acajete,13515.8552904716,58,0.0,0,13515.8552904716,13515.8552904716
Acatlán,8421.573389589,42,0.0,0,8421.573389589,8421.573389589
Acayucan,90168.0047278904,251,11372.9161998043,51,101540.9209276947,223702.1824147971
Actopan,199980.257047828,536,0.0,0,199980.257047828,226883.08689028
Acula,6160.52657767118,20,0.0,0,6160.52657767118,10469.851452693
Acultzingo,38920.3277242914,64,0.0,0,38920.3277242914,38920.3277242914
Agua Dulce,31635.9688710977,143,7918.639895788,43,39554.6087668857,120728.3443581892
Álamo Temapache,120626.36281359,498,0.0,0,120626.36281359,274967.65259583
Alpatláhuac,25067.1276746338,22,0.0,0,25067.1276746338,25260.6082134688
Alto Lucero de Gutiérrez Barrios,125251.940560676,281,0.0,0,125251.940560676,142693.080185216
Altotonga,36876.7633440234,144,315.614584973379,3,37192.37792899678,37927.53504939568
Alvarado,159638.960078912,770,19708.5413191356,66,179347.5013980476,247634.75496800762
Amatitlán,0.0,0,0.0,0,0.0,0.0
Amatlán de los Reyes,142367.763029913,393,0.0,0,142367.763029913,178657.30733102
Angel R. Cabada,66154.8242344653,149,0.0,0,66154.8242344653,77167.1262868455
Apazapan,17227.9265090183,89,0.0,0,17227.9265090183,17227.9265090183
Aquila,0.0,0,0.0,0,0.0,2403.92340812705
Astacinga,0.0,0,0.0,0,0.0,0.0
Atlahuilco,2851.91124637604,6,0.0,0,2851.91124637604,2851.91124637604
Atoyac,42950.4685951966,112,0.0,0,42950.4685951966,45261.2331587968
Atzacan,50937.6476705814,83,0.0,0,50937.6476705814,69619.9173133244
Atzalan,24499.630170781,45,0.0,0,24499.630170781,46068.496239747
Ayahualulco,32837.5523342019,111,0.0,0,32837.5523342019,32837.5523342019
Banderilla,24205.2319507551,177,0.0,0,24205.2319507551,37871.5568349629
Benito Juárez,18668.964681035,51,0.0,0,18668.964681035,18668.964681035
Boca del Río,34781.2967829237,209,1078.25992502896,13,35859.55670795266,385722.51522052893
Calcahualco,18456.4860499142,60,522.317774115522,4,18978.803824029725,18978.803824029725
Camarón de Tejeda,13549.5253636035,28,0.0,0,13549.5253636035,13549.5253636035
Camerino Z. Mendoza,23592.0967963203,79,0.0,0,23592.0967963203,88574.70694080455
Carlos A. Carrillo,25887.4205879328,104,0.0,0,25887.4205879328,69902.0046283565
Carrillo Puerto,43511.2428646747,80,0.0,0,43511.2428646747,43511.2428646747
Castillo de Teayo,22665.3298103671,157,0.0,0,22665.3298103671,52623.676694105
Catemaco,88920.4692358521,149,31938.292684365,89,120858.7619202171,135057.179518513
Cazones de Herrera,62052.5669475594,417,0.0,0,62052.5669475594,119144.754211337
Cerro Azul,31148.263404717,145,0.0,0,31148.263404717,85351.207460388
Chacaltianguis,1103.80869976125,2,0.0,0,1103.80869976125,1103.80869976125
Chalma,41013.7122649826,104,0.0,0,41013.7122649826,41013.7122649826
Chiconamel,14397.8489190644,48,0.0,0,14397.8489190644,14397.8489190644
Chiconquiaco,23258.3931259796,129,0.0,0,23258.3931259796,23258.3931259796
Chicontepec,103980.833529095,325,0.0,0,103980.833529095,106691.03870469
Chinameca,770.708128677383,1,19019.211622788,63,19789.919751465382,19789.919751465382
Chinampa de Gorostiza,16087.788374328,64,0.0,0,16087.788374328,33703.4615129612
Chocamán,36512.0410564239,86,0.0,0,36512.0410564239,62318.3024215364
Chontla,44984.3294381558,103,0.0,0,44984.3294381558,44984.3294381558
Chumatlán,5783.1928349461,26,0.0,0,5783.1928349461,10865.7469659
Citlaltépetl,54762.8753295081,116,0.0,0,54762.8753295081,60300.8162152101
Coacoatzintla,18161.6094416967,66,0.0,0,18161.6094416967,18161.6094416967
Coahuitlán,19670.6619587304,58,0.0,0,19670.6619587304,19670.6619587304
Coatepec,99490.1730233082,663,0.0,0,99490.1730233082,200086.661860708
Coatzacoalcos,148375.167051216,884,1285.03034060596,21,149660.19739182197,809257.443895538
Coatzintla,24140.3520246061,109,0.0,0,24140.3520246061,141344.64917795
Coetzala,5299.59245668582,13,0.0,0,5299.59245668582,5299.59245668582
Colipa,13276.3363828601,26,0.0,0,13276.3363828601,13276.3363828601
Comapa,23525.4830785068,53,0.0,0,23525.4830785068,23525.4830785068
Córdoba,185190.636710849,856,1117.3675761507,11,186308.0042869997,478335.3208395182
Cosamaloapan de Carpio,105978.928126319,284,0.0,0,105978.928126319,162659.645813414
Cosautlán de Carvajal,16858.8138146148,81,0.0,0,16858.8138146148,25074.0673826369
Coscomatepec,96159.4740035244,295,0.0,0,96159.4740035244,104991.544624098
Cosoleacaque,72675.1459356582,284,221.855303205193,3,72897.00123886339,248855.46929148296
Cotaxtla,15611.5015886192,48,0.0,0,15611.5015886192,23305.3454396828
Coxquihui,18284.2651007683,80,0.0,0,18284.2651007683,35320.8143236415
Coyutla,12593.7956614616,78,0.0,0,12593.7956614616,109491.48788115
Cuichapa,40613.5679247411,120,0.0,0,40613.5679247411,40613.5679247411
Cuitláhuac,49374.8666895742,112,0.0,0,49374.8666895742,59237.8023464915
El Higo,50681.1000982826,152,0.0,0,50681.1000982826,79907.9338974961
Emiliano Zapata,232316.919528032,1190,0.0,0,232316.919528032,296362.213398699
Espinal,21880.2658243616,105,0.0,0,21880.2658243616,110387.554546273
Filomeno Mata,15173.8593615585,62,0.0,0,15173.8593615585,15173.8593615585
Fortín de las Flores,56646.8213635328,287,769.989357116319,7,57416.81072064912,197867.19216739005
Gutiérrez Zamora,19851.0319004278,202,0.0,0,19851.0319004278,95291.2522357215
Hidalgotitlán,32535.440901449,62,0.0,0,32535.440901449,32535.440901449
Huatusco,107956.177773338,286,0.0,0,107956.177773338,107956.177773338
Huayacocotla,57667.8310651883,118,0.0,0,57667.8310651883,57667.8310651883
Hueyapan de Ocampo,110943.414029517,335,33271.3962174995,70,144214.8102470165,211625.05771071452
Huiloapan de Cuauhtémoc,7100.82496631237,25,0.0,0,7100.82496631237,22456.831155607
Ignacio de la Llave,64332.3818329993,105,0.0,0,64332.3818329993,64496.0063245063
Ilamatlán,8985.93378353475,40,0.0,0,8985.93378353475,8985.93378353475
Isla,43463.3161135211,113,0.0,0,43463.3161135211,62433.737578529
Ixcatepec,37051.7245195853,80,0.0,0,37051.7245195853,37051.7245195853
Ixhuacán de los Reyes,12606.3745716511,44,0.0,0,12606.3745716511,12606.3745716511
Ixhuatlancillo,7587.45728849971,16,0.0,0,7587.45728849971,27289.443917517
Ixhuatlán del Café,60735.3007260337,155,0.0,0,60735.3007260337,60735.3007260337
Ixhuatlán del Sureste,38778.7742733239,138,112.439135525996,2,38891.21340884989,39751.821450283496
Ixhuatlán de Madero,16400.5337299035,58,0.0,0,16400.5337299035,28340.8459647957
Ixmatlahuacan,15498.6707958549,48,0.0,0,15498.6707958549,16725.3846423429
Ixtaczoquitlán,97124.9877556335,261,241.003495997455,3,97365.99125163096,255284.98526772766
Jalacingo,33341.511222427,98,0.0,0,33341.511222427,63995.3058814919
Jalcomulco,5456.63660440792,29,0.0,0,5456.63660440792,12645.1633134478
Jáltipan,19189.6118778011,99,121.332696541456,2,19310.944574342557,115921.98497895512
Jamapa,23120.5108568126,57,0.0,0,23120.5108568126,31524.944854546
Jesús Carranza,127378.84400192,263,716.133934675131,3,128094.97793659514,134568.92943272812
Jilotepec,15073.6484648119,88,0.0,0,15073.6484648119,20945.8356429506
José Azueta,20874.5652543577,58,0.0,0,20874.5652543577,41086.236341917
Juan Rodríguez Clara,51809.1098619713,161,0.0,0,51809.1098619713,126612.370705147
Juchique de Ferrer,27232.9877593992,89,0.0,0,27232.9877593992,27232.9877593992
La Antigua,51802.9654199628,146,0.0,0,51802.9654199628,87069.9224009736
Landero y Coss,6033.00115614431,26,0.0,0,6033.00115614431,6033.00115614431
La Perla,11302.2851791168,18,0.0,0,11302.2851791168,11302.2851791168
Las Choapas,128451.200820781,422,17195.752259339,65,145646.95308012,176232.94806368
Las Minas,0.0,0,0.0,0,0.0,0.0
Las Vigas de Ramírez,51296.2120457434,129,0.0,0,51296.2120457434,51296.2120457434
Lerdo de Tejada,15690.0254153116,60,0.0,0,15690.0254153116,74317.3888083346
Los Reyes,3659.64325305008,12,0.0,0,3659.64325305008,3659.64325305008
Magdalena,0.0,0,0.0,0,0.0,0.0
Maltrata,32975.8829724891,87,1040.51425124629,2,34016.39722373539,53043.01246774099
Manlio Fabio Altamirano,40445.4400861095,83,0.0,0,40445.4400861095,40532.4044333079
Mariano Escobedo,28680.2886689185,71,0.0,0,28680.2886689185,39614.2010096519
Martínez de la Torre,147627.7741707,654,17447.6991678276,55,165075.4733385276,257581.66162466162
Mecatlán,11115.0677728888,42,0.0,0,11115.0677728888,12322.1986549684
Mecayapan,41469.341238507,79,7961.32841064306,18,49430.669649150055,49430.669649150055
Medellín,116959.057369349,543,0.0,0,116959.057369349,220085.046156428
Miahuatlán,10031.5958486339,51,0.0,0,10031.5958486339,10031.5958486339
Minatitlán,94084.6428523755,310,1748.37600414975,4,95833.01885652525,363026.24648594164
Misantla,97288.662593093,340,17452.4141372477,43,114741.0767303407,118283.4515247327
Mixtla de Altamirano,2993.06386116096,3,0.0,0,2993.06386116096,2993.06386116096
Moloacán,11428.2091009948,60,282.416547648663,2,11710.625648643463,32650.632291868264
Nanchital de Lázaro Cárdenas del Río,42839.8185190233,217,10730.4544832332,88,53570.273002256494,53730.115595399606
Naolinco,37595.338761992,199,0.0,0,37595.338761992,40969.9696930575
Naranjal,3540.61504010104,9,0.0,0,3540.61504010104,7844.89737609798
Naranjos Amatlán,30112.3866783957,127,0.0,0,30112.3866783957,96156.5578056137
Nautla,18762.4997262614,65,8388.09743438195,28,27150.597160643352,44659.451724160055
Nogales,39801.0461159388,145,208.072315163725,3,40009.11843110253,99490.24768202483
Oluta,3391.63679113663,13,779.070104817327,6,4170.706895953957,37161.21293417013
Omealca,92625.4593724032,170,0.0,0,92625.4593724032,92625.4593724032
Orizaba,43747.8196768632,242,328.518412035792,2,44076.33808889899,259363.3560759456
Otatitlán,8674.13622494439,15,0.0,0,8674.13622494439,29795.7192119309
Oteapan,1159.08988888146,7,1859.56746961372,5,3018.6573584951802,22276.6210295046
Ozuluama de Marcareñas,86883.9402676456,213,0.0,0,86883.9402676456,96438.5023266334
Pajapan,31723.0009034472,51,0.0,0,31723.0009034472,31723.0009034472
Pánuco,233688.135262867,553,0.0,0,233688.135262867,429216.020237038
Paso del Macho,22796.6504388451,71,0.0,0,22796.6504388451,57324.7836286102
Paso de Ovejas,19588.1759852451,65,492.232761665248,2,20080.408746910347,29912.974277540197
Perote,140811.916075644,443,0.0,0,140811.916075644,234508.813072426
Platón Sánchez,36247.7819812811,34,0.0,0,36247.7819812811,36247.7819812811
Playa Vicente,160086.232874334,344,0.0,0,160086.232874334,162247.76394507
Poza Rica de Hidalgo,123475.617489934,938,0.0,0,123475.617489934,582817.826786646
Pueblo Viejo,20447.6965123745,104,0.0,0,20447.6965123745,124582.751099322
Puente Nacional,50303.7301110534,185,9014.78252832922,27,59318.51263938262,69541.39149864642
Rafael Delgado,11722.5811619688,61,138.101627115876,2,11860.682789084676,51596.91989674742
Rafael Lucio,9327.43596963642,72,0.0,0,9327.43596963642,12092.3680665079
Río Blanco,22274.3621949686,121,207.153566619503,2,22481.5157615881,94588.4426857726
Saltabarranca,26524.5203510149,46,0.0,0,26524.5203510149,26524.5203510149
San Andrés Tenejapan,2983.69180559153,7,0.0,0,2983.69180559153,8157.17250379789
San Andrés Tuxtla,94897.6711015328,280,16517.0925054879,48,111414.76360702071,168286.7345259969
San Juan Evangelista,99840.4319819026,286,0.0,0,99840.4319819026,99840.4319819026
San Rafael,28423.2957062588,92,6606.69224432031,24,35029.98795057911,111039.82695779731
Santiago Sochiapan,57244.1494311975,168,0.0,0,57244.1494311975,61458.7022078907
Santiago Tuxtla,20420.021924531,93,0.0,0,20420.021924531,30893.7142002828
Sayula de Alemán,36080.0322565743,108,3807.52115689846,12,39887.55341347276,69370.72390841586
Sochiapa,6285.2919595258,21,0.0,0,6285.2919595258,6285.2919595258
Soconusco,14032.6645277725,54,4153.7736315384,19,18186.4381593109,52988.9513318343
Soledad Atzompa,3133.45435246507,4,0.0,0,3133.45435246507,3133.45435246507
Soledad de Doblado,35498.2609155474,70,0.0,0,35498.2609155474,41678.1857580135
Soteapan,35261.5056728136,40,61272.5752646645,137,96534.0809374781,102063.3840099605
Tamalín,45120.6969498858,106,0.0,0,45120.6969498858,45120.6969498858
Tampico Alto,33656.459304145,108,0.0,0,33656.459304145,45478.038644749
Tancoco,25779.4124156108,89,0.0,0,25779.4124156108,44363.4339814194
Tantima,38263.7648173236,109,0.0,0,38263.7648173236,50538.0243323986
Tantoyuca,153781.098036457,319,0.0,0,153781.098036457,177909.95537267
Tatahuicapan de Juárez,11259.7786837768,44,23181.203760646,47,34440.9824444228,34440.9824444228
Tatatila,1393.73410558397,6,0.0,0,1393.73410558397,1393.73410558397
Tehuipango,27254.8796268024,18,0.0,0,27254.8796268024,27254.8796268024
Tempoal,84718.9933052918,243,0.0,0,84718.9933052918,84718.9933052918
Tenampa,20637.5573219739,28,0.0,0,20637.5573219739,20637.5573219739
Tenochtitlán,7672.01215359111,22,0.0,0,7672.01215359111,7672.01215359111
Teocelo,21919.0872266513,125,0.0,0,21919.0872266513,28875.2351957183
Tepatlaxco,6587.39987483322,19,0.0,0,6587.39987483322,6587.39987483322
Tepetlán,29375.7700181406,97,0.0,0,29375.7700181406,29375.7700181406
Tepetzintla,51872.7237426094,124,0.0,0,51872.7237426094,51872.7237426094
Tequila,7182.88522211604,16,0.0,0,7182.88522211604,7182.88522211604
Texcatepec,1928.3259698804,5,0.0,0,1928.3259698804,1928.3259698804
Texhuacán,0.0,0,0.0,0,0.0,0.0
Texistepec,17947.101994187,67,0.0,0,17947.101994187,42405.000436506125
Tezonapa,94697.7522968094,186,0.0,0,94697.7522968094,121083.813963853
Tierra Blanca,168543.676466953,521,3071.28242446617,13,171614.95889141917,367849.77084640414
Tihuatlán,125948.66156599,1030,49.2006592185057,1,125997.8622252085,334781.5987479148
Tlacojalpan,6702.28775465937,1,0.0,0,6702.28775465937,6702.28775465937
Tlacolulan,5673.47137725725,34,0.0,0,5673.47137725725,8920.08221677474
Tlacotalpan,19536.5036825194,86,403.465182839155,2,19939.968865358554,30349.815853636053
Tlacotepec de Mejía,15795.6483670436,19,0.0,0,15795.6483670436,15795.6483670436
Tlalchichilco,0.0,0,0.0,0,0.0,0.0
Tlalixcoyan,56510.6618013264,134,16675.8995949333,53,73186.5613962597,100290.10440435511
Tlalnelhuayocan,29486.6211047925,156,0.0,0,29486.6211047925,38475.7346815395
Tlaltetela,16127.1969693484,95,0.0,0,16127.1969693484,16127.1969693484
Tlapacoyan,92716.0079332681,361,0.0,0,92716.0079332681,118430.279284262
Tlaquilpa,0.0,0,0.0,0,0.0,0.0
Tlilapan,1261.56940945262,8,0.0,0,1261.56940945262,12986.8484603917
Tomatlán,12618.6730880719,38,0.0,0,12618.6730880719,36169.8390172305
Tonayán,4706.69159999028,25,0.0,0,4706.69159999028,4706.69159999028
Totutla,16440.6498703881,56,0.0,0,16440.6498703881,16440.6498703881
Tres Valles,82624.3096623099,192,0.0,0,82624.3096623099,88266.9488353173
Tuxpan,258522.400737967,863,0.0,0,258522.400737967,281437.838786336
Tuxtilla,12351.5247328733,21,0.0,0,12351.5247328733,12351.5247328733
Ursulo Galván,122814.437354358,386,1898.55319110751,9,124712.99054546551,127325.2229827065
Uxpanapa,189710.099605284,470,0.0,0,189710.099605284,193801.282862064
Vega de Alatorre,30317.8988126734,78,0.0,0,30317.8988126734,60084.2632544302
Villa Aldama,33932.1456695025,116,0.0,0,33932.1456695025,34458.9672380056
Xalapa,201421.381712482,1664,0.0,0,201421.381712482,926396.0398721204
Xico,32568.6299092176,178,0.0,0,32568.6299092176,63986.0742794336
Xoxocotla,0.0,0,0.0,0,0.0,0.0
Yanga,60193.5491138915,124,0.0,0,60193.5491138915,64814.0351403369
Yecuatla,19602.4039962915,96,0.0,0,19602.4039962915,19702.8478725812
Zacualpan,3359.46165818831,11,0.0,0,3359.46165818831,3359.46165818831
Zaragoza,6842.28139914862,13,0.0,0,6842.28139914862,22110.4263119167
Zentla,34428.2127321793,52,0.0,0,34428.2127321793,34428.2127321793
Zongolica,13028.7443532278,9,0.0,0,13028.7443532278,20233.5716620437
Zontecomatlán de López y Fuentes,2585.4857212999,9,0.0,0,2585.4857212999,2585.4857212999
Zozocolco de Hidalgo,6242.71951307663,49,0.0,0,6242.71951307663,25500.6030500912
None,573.272076568663,2,0.0,0,573.272076568663,573.272076568663
,,,,,,
